code,name,description,category,url,status
47148,World Organisation for Animal Health,,47000,,active
47400,European Space Agency (ESA) programme 'Space in support of International Development Aid',,47000,,active
47501,Global Partnership for Education,,47000,,active
47502,Global Fund for Disaster Risk Reduction,,47000,,active
47503,Global Agriculture and Food Security Program,,47000,,active
47504,Forest Carbon Partnership Facility,,47000,,active
50000,Others,,,,withdrawn
51000,"University, college or other teaching institution, research institute or think-tank",,,,active
51001,International Food Policy Research Institute,,51000,,active
52000,Other,,,,withdrawn
60000,Private Sector Institutions,,,,active
61000,Private sector in provider country,,,,active
61001,Banks (deposit taking corporations),,61000,,active
61002,Private exporter in provider country,,61000,,withdrawn
61003,Investment funds and other collective investment institutions,,61000,,active
61004,"Holding companies, trusts and Special Purpose Vehicles",,61000,,active
61005,Insurance Corporations,,61000,,active
61006,Pension Funds,,61000,,active
61007,Other financial corporations,,61000,,active
61008,Exporters,,61000,,active
61009,Other non-financial corporations,,61000,,active
61010,Retail investors,,61000,,active
62000,Private sector in recipient country,,,,active
62001,Banks (deposit taking corporations except Micro Finance Institutions),,62000,,active
62002,Micro Finance Institutions (deposit and non-deposit),,62000,,active
62003,Investment funds and other collective investment institutions,,62000,,active
62004,"Holding companies, trusts and Special Purpose Vehicles",,62000,,active
62005,Insurance Corporations,,62000,,active
62006,Pension Funds,,62000,,active
62007,Other financial corporations,,62000,,active
62008,Importers/Exporters,,62000,,active
62009,Other non-financial corporations,,62000,,active
62010,Retail investors,,62000,,active
63000,Private sector in third country,,,,active
63001,Banks (deposit taking corporations except Micro Finance Institutions),,63000,,active
63002,Micro Finance Institutions (deposit and non-deposit),,63000,,active
63003,Investment funds and other collective investment institutions,,63000,,active
63004,"Holding companies, trusts and Special Purpose Vehicles",,63000,,active
63005,Insurance Corporations,,63000,,active
63006,Pension Funds,,63000,,active
63007,Other financial corporations,,63000,,active
63008,Exporters,,63000,,active
63009,Other non-financial corporations,,63000,,active
63010,Retail investors,,63000,,active
90000,Other,,,,active
